DIVISI;Blok;BLOK_B;T_TANAM;N_BARIS;N_POKOK;OBJECTID;NDRE125;KlassNDRE12025;Ket;;;;;
AME;IV;B17;B017B;2018;81;13;343626;0,317171165;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;81;14;343622;0,283793838;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;81;15;343623;0,307984192;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;81;16;343616;0,252519044;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;81;17;343607;0,267936062;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;81;18;343606;0,231902278;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;81;19;343591;0,287760325;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;81;20;343596;0,261239872;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;81;21;343597;0,350142854;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;82;1;377729;-0;-0;Sisip;Jul25;;;
AME;IV;B17;B017B;2018;82;2;343687;0,328687478;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;82;3;343688;-0;-0;Sisip;Jul25;;;
AME;IV;B17;B017B;2018;82;4;343689;0,26313538;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;5;343703;0,19303159;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;6;343702;0,305531708;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;82;7;343704;-0;-0;Sisip;Jul25;;;
AME;IV;B17;B017B;2018;82;8;343666;0,248751119;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;9;343653;0,23872856;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;10;343648;0,286549396;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;11;343647;0,264522411;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;12;343633;0,385837982;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;82;13;343630;0,276836345;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;14;343627;0,288705343;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;15;343621;0,260522855;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;16;343618;0,280437409;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;17;343617;0,293760354;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;18;343604;0,279917714;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;19;343599;0,273709585;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;82;20;343598;0,380658804;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;82;21;343602;0,367488242;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;1;343690;0,318338191;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;2;343691;0,354222834;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;3;343692;0,388796412;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;4;343693;0,289274226;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;83;5;343701;0,368020709;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;6;343705;0,326095885;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;7;343707;0,286129157;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;83;8;343710;0,30916508;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;9;343711;0,383408686;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;10;343712;0,355122761;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;11;343716;0,308760072;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;12;343718;0,290730881;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;83;13;343629;0,308584718;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;14;343628;0,231345577;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;83;15;343620;0,296838262;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;83;16;343619;0,262188127;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;83;17;343605;0,278471537;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;83;18;343603;0,316709813;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;19;343600;0,304480663;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;83;20;343601;0,33408802;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;84;1;343698;0,361805765;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;84;2;82305;0,364514272;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;3;343694;0,227969033;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;84;4;82352;0,320766535;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;5;82353;0,366937827;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;6;82357;0,38093234;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;7;82359;0,404701671;Stres;Sedang;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;8;82360;0,350582593;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;9;82363;0,301718331;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;10;82371;0,273840817;Stres Sangat Berat;Pokok;Utama;;;
AME;IV;B17;B017B;2018;84;11;82390;0,31986013;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;12;82389;0,325774994;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;13;82391;0,332560064;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;14;82398;0,334673444;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;15;82397;0,318304133;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;16;82396;0,376955315;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;17;82395;0,38224358;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;18;82402;0,345349442;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;84;19;343725;0,278382748;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;84;20;343727;0,336576788;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;84;21;343728;0,344505239;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;85;1;343696;0,274911413;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;2;343695;0,271500456;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;3;343697;0,335188511;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;85;4;343699;0,327772887;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;85;5;343700;0,262601271;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;6;343706;0,262501795;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;7;343708;0,346196285;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;85;8;343709;0,298320545;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;9;343714;0,253240244;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;10;343713;0,245734285;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;11;343715;0,318898976;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;85;12;343717;0,269257203;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;13;343719;0,325528415;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;85;14;343720;0,311318778;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;85;15;343721;0,241120688;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;16;343722;0,275897904;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;17;343723;0,301827925;Stres;Berat;Sisip;Apr'21;;
AME;IV;B17;B017B;2018;85;18;343724;0,239512332;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;19;343726;0,231952046;Stres Sangat Berat;Sisip;Apr'21;;;
AME;IV;B17;B017B;2018;85;20;386709;-0;-0;Pcg;Sisip;Mar25;;
AME;IV;B17;B017B;2018;86;1;377737;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;2;377738;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;3;377739;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;4;377740;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;5;377741;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;6;377742;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;7;377743;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;8;377744;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;9;377745;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;10;377746;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;11;377747;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;12;377748;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;13;377749;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;14;377750;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;15;377751;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;16;377752;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;17;377736;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;18;377735;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;86;19;377753;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;1;377754;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;2;377755;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;3;377756;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;4;377757;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;5;377758;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;6;377759;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;7;377760;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;8;377761;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;9;377762;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;10;377763;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;11;377764;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;12;377765;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;13;377766;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;14;377767;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;15;377768;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;16;377769;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;17;377770;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;18;377771;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;87;19;377772;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;1;377773;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;2;377774;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;3;377775;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;4;377776;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;5;377777;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;6;377778;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;7;377779;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;8;377780;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;9;377781;0,30606748;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;88;10;377782;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;11;377783;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;12;377784;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;13;377785;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;14;377786;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;15;377787;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;16;377788;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;17;377789;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;88;18;377808;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;1;377790;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;2;377791;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;3;377792;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;4;377793;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;5;377794;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;6;377795;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;7;377796;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;8;377797;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;9;377798;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;10;377799;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;11;377800;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;12;377801;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;13;377802;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;89;14;377803;0,351129745;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;89;15;377804;0,342105165;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;89;16;377805;0,382916343;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;89;17;377806;0,340971356;Stres;Berat;Pokok;Utama;;
AME;IV;B17;B017B;2018;89;18;377807;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;7;377809;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;8;377810;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;9;377811;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;10;377812;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;11;377813;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;12;377814;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;13;377815;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;14;377816;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;15;377817;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;16;377818;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;90;17;377819;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;8;377820;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;9;377821;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;10;377822;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;11;377823;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;12;377824;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;13;377825;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;14;377826;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;15;377827;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;16;377828;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;91;17;377829;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;92;14;377832;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;92;15;377831;-0;-0;BP;;;;
AME;IV;B17;B017B;2018;92;16;377830;-0;-0;BP;;;;
AME;IV;B17;B017C;2019;92;1;330332;0,332899699;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;92;2;330333;0,26424472;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;92;3;330324;0,296023768;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;92;4;330318;0,361619583;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;92;5;330319;0,374333831;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;93;1;330331;0,391195497;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;93;2;377849;0,284372136;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;93;3;330325;0,297844848;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;93;4;330314;0,370864922;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;93;5;330313;0,347523896;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;93;6;330312;0,265340855;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;93;7;330338;0,349922749;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;94;1;330336;0,410539507;Stres;Sedang;Des'19;;;
AME;IV;B17;B017C;2019;94;2;330326;0,330288809;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;94;3;330323;0,378166326;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;94;4;330315;0,344637443;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;94;5;330311;0,313041519;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;94;6;330305;0,396178389;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;94;7;330339;0,275111074;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;94;8;330342;0,31936422;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;1;330327;0,396220084;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;2;330330;0,396574315;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;3;330320;0,387700477;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;4;330316;0,376820377;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;5;330306;0,435522338;Stres;Sedang;Des'19;;;
AME;IV;B17;B017C;2019;95;6;330301;0,398063422;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;7;330299;0,316292884;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;8;330304;0,352815529;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;9;330340;0,3077937;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;10;330292;0,359002373;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;95;11;330346;-0;-0;Mati;;;;
AME;IV;B17;B017C;2019;96;1;330329;0,379781719;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;96;2;330317;0,340642243;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;96;3;330307;0,367317745;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;96;4;330310;0,341562985;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;96;5;330300;-0;-0;Mati;;;;
AME;IV;B17;B017C;2019;96;6;330302;0,377706323;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;96;7;330303;0,35775757;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;96;8;330290;0,369396508;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;96;9;330291;0,374773944;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;96;10;330341;0,28735066;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;97;1;330335;0,396602557;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;97;2;330334;0,356048301;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;97;3;377848;0,271546038;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;97;4;330321;0,246936691;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;97;5;330308;0,354482144;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;97;6;330296;0,362315645;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;97;7;330298;0,344362569;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;97;8;330294;0,24747143;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;97;9;330289;0,339137202;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;97;10;330288;0,260729028;Stres Sangat Berat;Sisip;2023;Mati;Agust25;
AME;IV;B17;B017C;2019;97;11;330285;0,31400181;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;97;12;330286;0,292006999;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;97;13;330344;-0;-0;Mati;;;;
AME;IV;B17;B017C;2019;98;2;330337;0,385449157;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;98;3;330328;0,275032568;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;98;4;330322;0,255702906;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;98;5;330309;0,287341081;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;98;6;330297;0,312037436;Stres;Berat;Sisip;Okt'23;;
AME;IV;B17;B017C;2019;98;7;330295;0,281740061;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;98;8;330293;0,294563487;Stres Sangat Berat;Sisip;2023;Mati;Agust25;
AME;IV;B17;B017C;2019;98;9;330345;0,288928551;Stres Sangat Berat;Sisip;2023;Mati;Agust25;
AME;IV;B17;B017C;2019;98;10;330287;0,241423213;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;98;11;330284;0,376519613;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;98;12;330343;0,260844091;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;99;5;330283;-0;-0;Mati;;;;
AME;IV;B17;B017C;2019;99;6;330282;0,303825284;Stres;Berat;Sisip;Okt'23;;
AME;IV;B17;B017C;2019;99;7;330281;0,284015937;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;99;8;330279;0,273709496;Stres Sangat Berat;Sisip;2023;Mati;Agust25;
AME;IV;B17;B017C;2019;99;9;330280;0,2600347;Stres Sangat Berat;Sisip;2023;Mati;Agust25;
AME;IV;B17;B017C;2019;99;10;330278;0,34968985;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;99;11;330277;0,327470964;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;99;12;330276;0,305094171;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;99;13;377854;-0;-0;BP;;;;
AME;IV;B17;B017C;2019;100;6;377850;-0;-0;BP;;;;
AME;IV;B17;B017C;2019;100;7;330275;0,357076728;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;100;8;330274;0,29042222;Stres Sangat Berat;Sisip;Okt'23;;;
AME;IV;B17;B017C;2019;100;9;330273;0,318855296;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;100;10;330272;0,392813994;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;100;11;330271;0,34449538;Stres;Berat;Des'19;;;
AME;IV;B17;B017C;2019;100;12;377853;-0;-0;BP;;;;
AME;IV;B17;B017C;2019;101;9;377851;-0;-0;BP;;;;
AME;IV;B17;B017C;2019;101;10;330270;-0;-0;Mati;;;;
AME;IV;B17;B017C;2019;101;11;330269;-0;-0;Mati;;;;
AME;IV;B17;B017C;2019;101;12;330268;0,291277133;Stres Sangat Berat;Des'19;;;;
AME;IV;B17;B017C;2019;102;10;377852;-0;-0;BP;;;;
AME;IV;B17;B017C;2019;102;11;330347;-0;-0;Mati;;;;
AME;IV;B17;B017D;2021;113;1;343555;-0;-0;Sisip;Jul25;;;
AME;IV;B17;B017D;2021;114;1;343554;0,33979127;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;114;2;343553;0,312730159;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;114;3;344218;0,32924026;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;114;4;344217;-0;-0;Sisip;Jul25;;;
AME;IV;B17;B017D;2021;115;5;344214;0,334558455;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;115;6;344215;0,335683599;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;115;7;344216;0,273263141;Stres Sangat Berat;Apr'21;;;;
AME;IV;B17;B017D;2021;116;1;344213;0,342163809;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;116;2;344212;0,374376529;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;116;3;344211;0,336997463;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;117;1;344210;0,327878078;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;117;2;344209;0,35899058;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;118;1;344208;0,399394552;Stres;Berat;Apr'21;;;
AME;IV;B17;B017D;2021;118;2;344207;-0;-0;Mati;Jan'24;;;
AME;IV;B17;B017D;2021;119;1;344206;-0;-0;Sisip;2023;Mati;Jan'24;
AME;IV;B17;B017E;2022;11;7;425132;0,320629053;Stres;Berat;BP;;;
AME;IV;B17;B017E;2022;12;1;360181;0,368268182;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;2;360178;0,33625529;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;3;360173;0,341576542;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;4;360170;0,322709687;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;5;360166;0,357131739;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;6;360164;0,320629053;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;7;360158;0,296392784;Stres Sangat Berat;Agust'22;;;;
AME;IV;B17;B017E;2022;12;8;360157;0,320580595;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;9;360149;0,370360929;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;10;360148;0,337371828;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;11;360142;0,269187623;Stres Sangat Berat;Agust'22;;;;
AME;IV;B17;B017E;2022;12;12;360141;0,325585414;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;13;360134;0,308422273;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;14;360128;0,285225996;Stres Sangat Berat;Agust'22;;;;
AME;IV;B17;B017E;2022;12;15;360127;0,288223237;Stres Sangat Berat;Agust'22;;;;
AME;IV;B17;B017E;2022;12;16;360121;0,285956477;Stres Sangat Berat;Agust'22;;;;
AME;IV;B17;B017E;2022;12;17;360120;0,370760053;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;18;360115;0,323918663;Stres;Berat;Agust'22;;;
AME;IV;B17;B017E;2022;12;19;360110;0,359507419;Stres;Berat;Agust'22;;;
