DIVISI;Blok;BLOK_B;T_TANAM;N_BARIS;N_POKOK;OBJECTID;NDRE125;KlassNDRE12025;Ket;;;;;
AME;IV;B12;B012A;2016;68;22;328078;0,394807315;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;68;23;328094;0,442512585;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;68;24;328095;0,421832582;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;68;25;328091;0,44368244;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;68;26;328092;0,427778994;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;68;27;327706;0,415124215;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;68;28;327707;0,418070041;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;68;29;327708;0,376438923;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;68;30;327709;0,374925876;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;68;31;326033;0,374489632;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;68;32;341834;-0;-0;Sisip;2023;Mati;Mei25;
AME;IV;B12;B012A;2016;68;33;341835;0,365520534;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;68;34;341836;0,388486279;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;1;381286;0,319067198;Stres;Berat;Sisip;Agust'23;;
AME;IV;B12;B012A;2016;69;2;327783;0,373612656;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;3;341906;0,333852395;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;4;327768;0,382383275;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;5;327769;0,3993266;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;6;327770;0,387576244;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;7;327771;0,414896838;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;8;327772;0,413096746;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;9;327773;0,409430572;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;10;327774;0,398904219;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;11;327775;0,419182677;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;12;328788;0,42386924;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;13;328789;0,411043393;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;14;328790;0,405794454;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;15;328791;0,338222702;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;16;327748;0,38485371;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;17;328795;0,301978481;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;18;328794;0,288001058;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;69;19;328793;0,365782732;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;20;326030;0,365628839;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;21;326029;0,375221895;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;22;328079;-0;-0;Mati;;;;
AME;IV;B12;B012A;2016;69;23;327723;0,383345456;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;24;326035;0,423374683;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;25;329236;0,35648771;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;26;329237;0,357810195;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;27;329238;0,384229909;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;28;328096;0,309012944;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;29;341832;0,348883297;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;30;327704;0,423162497;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;69;31;327702;0,345756802;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;32;327703;0,326684175;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;33;341831;0,358644482;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;34;327701;0,377513436;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;69;35;341827;-0;-0;Pcg;Okt'20;;;
AME;IV;B12;B012A;2016;70;1;327784;0,380694502;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;2;327785;0,440281185;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;3;341905;0,342597678;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;4;327879;0,407358459;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;5;327880;0,433570736;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;6;327881;0,406821363;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;7;327882;0,432338821;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;8;327950;0,399184864;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;9;328787;0,402409037;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;10;328786;0,358691766;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;11;328785;0,384236282;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;12;328784;0,358224448;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;13;328783;-0;-0;Mati;;;;
AME;IV;B12;B012A;2016;70;14;328782;0,339085841;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;15;328035;0,250016946;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;70;16;328759;0,327566775;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;17;328036;0,347955338;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;18;341876;0,304284217;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;19;328792;-0;-0;Mati;;;;
AME;IV;B12;B012A;2016;70;20;326220;0,329488597;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;21;326222;0,352018909;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;22;341878;0,36922727;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;23;326036;0,361427437;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;24;328083;0,447411837;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;25;326048;0,429134425;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;70;26;341862;0,395268897;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;27;326047;0,302219221;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;28;341830;0,331622155;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;29;327705;0,381766748;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;30;341829;0,383717058;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;31;341828;0,360655265;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;32;326034;0,354715893;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;70;33;341825;-0;-0;Pcg;Okt'20;;;
AME;IV;B12;B012A;2016;70;34;341826;0,402706477;Stres;Sedang;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;71;1;327786;0,423543158;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;2;327787;0,453937179;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;3;327788;0,407647417;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;4;341903;0,283173474;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;71;5;327875;0,369425337;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;6;327876;0,392635878;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;7;327877;0,407758745;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;8;327878;0,412986577;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;9;327949;0,375262966;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;10;341900;0,261818891;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;71;11;326063;0,364303453;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;12;341899;0,262583159;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;71;13;326060;0,331897898;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;71;14;326059;0,313030174;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;71;15;326055;0,326711581;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;71;16;328031;0,328862433;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;71;17;328032;0,375456639;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;71;18;328033;0,284874333;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;71;19;328034;0,313906009;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;20;326135;0,313892064;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;71;21;326219;-0;-0;Mati;Agust'23;;;
AME;IV;B12;B012A;2016;71;22;326221;0,360617543;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;71;23;328081;0,403157874;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;24;328082;0,294315177;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;71;25;326026;0,286135703;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;71;26;326025;0,388990222;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;27;328089;0,430939664;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;28;328090;0,4274465;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;29;326024;0,40510827;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;30;328097;0,343945924;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;31;328117;0,358231795;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;32;328105;0,409714765;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;33;328106;0,375383278;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;71;34;328107;-0;-0;Mati;Jan'24;;;
AME;IV;B12;B012A;2016;71;35;328108;0,393245184;Stres;Berat;Sisip;Agust'23;;
AME;IV;B12;B012A;2016;72;1;327789;0,397712652;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;2;327790;0,434154101;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;3;328809;0,41329446;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;4;341902;0,299046736;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;72;5;327874;0,395407467;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;6;326067;0,309299235;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;7;327883;0,439782727;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;8;327884;0,430389975;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;9;327948;0,390068249;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;10;326062;0,398506868;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;11;326061;0,393550366;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;12;327958;0,399182669;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;13;327959;0,397605531;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;14;326051;0,382279103;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;15;326056;0,316122978;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;16;326057;0,395399425;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;17;326058;0,327035842;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;18;328037;0,397375662;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;19;328038;0,366228625;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;20;326136;0,401889159;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;21;326137;0,421305094;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;22;326028;0,329944041;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;23;341846;0,305185338;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;24;326027;0,320914121;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;25;326023;0,30810362;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;26;326022;0,35519846;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;27;326020;0,421775196;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;28;326049;0,346472771;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;29;326019;0,391192182;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;30;328098;0,408001906;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;31;328104;0,444212953;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;72;32;328111;0,349091121;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;33;328109;-0;-0;Mati;Jan25;;;
AME;IV;B12;B012A;2016;72;34;326142;0,317044739;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;72;35;328110;0,417849186;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;1;327791;0,369275942;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;2;327792;0,447805972;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;3;327793;0,396587164;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;4;328808;0,407569899;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;5;327873;0,396232007;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;6;327889;0,394205611;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;7;327885;0,414623227;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;8;327886;0,434551068;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;9;327946;0,411454555;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;10;327947;0,383254384;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;11;326066;0,342684447;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;73;12;326065;0,427204753;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;13;327957;0,405199386;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;14;326052;0,397368994;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;15;327960;0,312052896;Stres;Berat;Sisip;Agust'23;;
AME;IV;B12;B012A;2016;73;16;328029;0,377304069;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;17;328030;0,348499565;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;73;18;341874;0,342330096;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;73;19;328039;0,399458742;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;20;328041;0,380155553;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;21;328068;0,390536647;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;22;341864;0,344213974;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;73;23;326134;0,44787977;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;24;328075;0,439694906;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;25;328076;0,364369795;Stres;Berat;Sisip;Agust'23;;
AME;IV;B12;B012A;2016;73;26;328084;0,344865834;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;73;27;326021;0,410879372;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;28;328087;0,421579895;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;29;326017;0,370812876;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;30;326016;0,420802908;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;31;328099;0,443177639;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;32;328100;0,398861343;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;73;33;328101;-0;-0;Mati;Juni24;;;
AME;IV;B12;B012A;2016;73;34;328102;-0;-0;Mati;Baru;Juni'23;;
AME;IV;B12;B012A;2016;73;35;328103;-0;-0;Mati;;;;
AME;IV;B12;B012A;2016;73;36;326143;-0;-0;Mati;;;;
AME;IV;B12;B012A;2016;74;1;327794;0,42115755;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;2;327795;0,376606339;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;3;327796;0,424363898;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;4;385932;0,277183398;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;74;5;327872;0,405182537;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;6;327887;0,394773459;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;7;327888;0,432385508;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;8;341898;0,349217692;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;74;9;326069;0,384664813;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;10;341897;0,349375654;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;74;11;326070;0,374210167;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;12;341896;0,304973514;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;74;13;326053;0,376680314;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;14;341883;0,297899147;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;74;15;328027;0,400835989;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;16;328028;0,362306701;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;17;328042;0,423108796;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;18;328043;0,382046656;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;19;328040;0,369392727;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;20;328069;0,354545611;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;21;328070;0,376981042;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;22;328071;0,430005418;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;23;328072;0,410890068;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;24;328073;0,34058591;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;74;25;328085;0,414491157;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;26;328086;0,378644013;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;27;326050;0,412384491;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;28;328088;0,393480005;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;29;326018;0,383938336;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;30;341816;0,332526177;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;74;31;341817;0,338847072;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;74;32;328112;0,385399852;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;33;328113;0,402422823;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;34;328114;0,421136693;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;74;35;328115;-0;-0;Mati;Jan'24;;;
AME;IV;B12;B012A;2016;75;1;327797;0,407557798;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;2;327798;0,408858485;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;3;327799;0,410943504;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;4;327800;0,423911058;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;5;327801;0,396859569;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;6;341901;0,310929901;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;7;341895;0,349670853;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;8;326068;0,421559186;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;9;327945;0,375215561;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;10;341894;0,285511277;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;75;11;325812;0,388903389;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;12;341893;0,292161232;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;75;13;327956;0,399576747;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;14;341882;0,317651088;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;15;326054;0,404186344;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;16;341881;0,290016209;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;75;17;341875;0,358315856;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;18;328044;0,363947469;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;19;341871;-0;-0;Pcg;Okt'20;;;
AME;IV;B12;B012A;2016;75;20;341869;0,329670462;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;21;341867;0,327809055;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;22;341847;0,339865133;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;23;341849;0,356807656;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;24;341845;0,301156297;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;25;341844;0,338235868;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;26;341843;-0;-0;Pcg;Okt'20;;;
AME;IV;B12;B012A;2016;75;27;341839;0,282111556;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;75;28;341820;0,29386855;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;75;29;341821;0,333484876;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;30;341818;0,338930764;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;75;31;341819;0,314204277;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;32;341822;0,35208792;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;33;341824;0,39657408;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;75;34;385940;0,367492632;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;1;327802;0,394115227;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;2;327803;0,427404384;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;3;327804;0,436547713;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;4;327805;0,389192924;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;5;327806;0,381138626;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;6;327890;0,361771454;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;7;327891;0,421454653;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;8;327892;0,343875159;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;9;327944;0,374704704;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;10;327951;0,391952225;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;11;327952;0,38423807;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;12;341892;0,282846949;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;76;13;327955;0,410224603;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;14;326073;0,398648413;Stres;Berat;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;15;341887;-0;-0;Pcg;Okt'20;;;
AME;IV;B12;B012A;2016;76;16;341885;0,329759069;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;17;341884;0,350016986;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;18;341880;0,346248025;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;19;341873;0,331846297;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;20;341870;0,311122159;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;21;341865;-0;-0;Pcg;Okt'20;;;
AME;IV;B12;B012A;2016;76;22;341868;0,34586757;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;23;341848;0,298092148;Stres Sangat Berat;Sisip;Juni'23;;;
AME;IV;B12;B012A;2016;76;24;341823;-0;-0;Pcg;Okt'20;;;
AME;IV;B12;B012A;2016;76;25;341842;0,330479411;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;26;341841;0,374504324;Stres;Berat;Sisip;Juni'23;;
AME;IV;B12;B012A;2016;76;27;326098;0,44596332;Stres;Sedang;Pokok;Utama;;
AME;IV;B12;B012A;2016;76;28;329239;0,42441606;Stres;Sedang;Pokok;Utama;;
